recipe_title,category,subcategory,ingredients,directions,num_ingredients,num_steps,normalized_recipe_name
Greek Zoodle Salad,Allrecipes Allstar Recipes,Allrecipes Allstars Salad,"[""2 zucchini"", ""\u00bc English cucumber, chopped"", ""10 cherry tomatoes, halved, or more to taste"", ""10 pitted kalamata olives, halved, or more to taste"", ""\u00bc cup thinly sliced red onion"", ""2 ounces crumbled reduced-fat feta cheese"", ""2 tablespoons extra-virgin olive oil"", ""2 tablespoons fresh lemon juice"", ""1 teaspoon dried oregano"", ""salt and ground black pepper to taste""]","[""Cut zucchini into noodle-shaped strands using a spiralizing tool. Place \""zoodles\"" in a large bowl and top with cucumber, tomatoes, olives, red onion, and feta cheese."", ""Whisk olive oil, lemon juice, oregano, salt, and pepper together in a bowl until dressing is smooth; pour over \""zoodle\"" mixture and toss to coat. Marinate salad in refrigerator for 10 to 15 minutes.""]",10,2,greek zoodle salad
Greek-Inspired Gemelli Pasta Salad,Pasta Salads,Greek Pasta Salad,"[""\u00bd cup olive oil"", ""\u00bc cup red wine vinegar"", ""2 cloves garlic, minced"", ""1 teaspoon dried oregano"", ""1 teaspoon Dijon mustard"", ""\u00bd teaspoon salt"", ""\u00bd teaspoon ground black pepper""]","[""Whisk olive oil, vinegar, garlic, oregano, Dijon, salt, and black pepper together in a small bowl until well combined."", ""Bring a large pot of lightly salted water to a boil. Cook gemelli pasta at a boil, stirring occasionally, until tender yet firm to the bite, 8 to 11 minutes. Drain, rinse under cold water, drain again."", ""Transfer gemelli to a large bowl; add spinach, cherry tomatoes, cucumber, red onion, feta cheese, and olives. Toss salad with vinaigrette until evenly coated.""]",7,3,greek inspired gemelli pasta salad
Greek-Style Chicken Salad,Chicken Salads,Chicken Salads,"[""1 cup diced English cucumbers"", ""1 \u00bc teaspoons salt, divided"", ""2 tablespoons diced red onion"", ""1 cup Greek yogurt"", ""\u2153 cup chopped Kalamata olives"", ""1 \u00bd tablespoons chopped fresh dill"", ""2 teaspoons red wine vinegar"", ""2 teaspoons lemon juice"", ""1 teaspoon garlic, minced"", ""1 teaspoon lemon zest"", ""\u00bd teaspoon dried oregano"", ""\u00bc teaspoon ground black pepper"", ""3 cups diced cooked chicken"", ""\u00be cup crumbled feta cheese"", ""\u00bd cup diced seeded plum tomatoes"", ""1 head Bibb lettuce, or more as needed""]","[""Place cucumbers in a colander; set onto a plate. Toss cucumbers with 1 teaspoon salt. Let rest to draw about liquid, about 30 minutes. Pat dry with paper towels."", ""Place red onion and 1 cup cold water in a bowl. Let soak until the strong onion flavor is weakened, 5 to 10 minutes. Drain and rinse."", ""Combine cucumbers, red onions, Greek yogurt, Kalamata olives, dill, vinegar, lemon juice, garlic, lemon zest, oregano, and black pepper in a bowl. Fold in chicken, feta cheese, and tomatoes. Cover with plastic wrap; refrigerate salad for at least 1 hour."", ""Stir salad and serve on lettuce leaves.""]",16,4,greek style chicken salad
Greek-Style Shrimp Salad on a Bed of Baby Spinach,Green Salads,Spinach Salad,"[""1 pound raw shrimp (26 to 30 count), peeled"", ""Olive oil to taste"", ""Salt and pepper to taste"", ""Sugar to taste"", ""2 medium tomatoes, cut into medium dice"", ""\u00bd cup crumbled feta cheese"", ""\u00bd cup pitted and coarsely chopped Kalamata or other black olives"", ""1 teaspoon dried oregano"", ""\u00bc cup olive oil"", ""4 teaspoons red wine vinegar"", ""1 (10 ounce) package factory-washed baby spinach leaves""]","[""Thread shrimp onto metal skewers (or bamboo ones that have been soaked in water for 15 minutes). Brush both sides with oil and season with salt, pepper and a light sprinkling of sugar."", ""Heat gas grill, with all burners on high, until fully preheated, 10 to 15 minutes. Use a wire brush to clean grill rack, then brush lightly with oil. Close lid and allow to return to temperature. Grill shrimp until fully cooked and spotty brown, about 2 minutes per side."", ""Meanwhile, mix in a medium bowl the tomatoes, cheese, olives, oregano, 2 Tbs. of the olive oil and 2 tsps. of the vinegar. Unthread shrimp and add to bowl. Lightly toss ingredients to coat. Set aside. (Can be made an hour or so ahead.)"", ""When ready to serve, drizzle remaining oil, as well as a generous sprinkling of salt and pepper, over spinach in a large bowl. Toss to coat. Add remaining 2 tsps. vinegar; toss again. Divide spinach among 4 large plates. Top with a portion of the shrimp mixture.""]",11,4,greek style shrimp salad on a bed of baby spinach
"Green Apple Salad With Blueberries, Feta, and Walnuts",Fruit Salads,Fruit Salads,"[""4 cups mixed salad greens such as leaf lettuce, endive, and radicchio"", ""1 large Granny Smith apple, cubed"", ""\u00bd cup chopped walnuts"", ""\u00bd cup crumbled feta cheese"", ""\u00bd cup dried cranberries"", ""2 tablespoons finely chopped green onions (Optional)""]","[""Make the salad: Layer salad greens, apple cubes, walnuts, feta cheese, cranberries, and green onions in a large bowl."", ""Make the dressing: Combine vegetable oil, blueberries, olive oil, vinegar, and salt in a food processor or blender; pulse until well blended and smooth."", ""Pour dressing over salad and toss until well combined. Chill for 30 minutes before serving.""]",6,3,green apple salad with blueberries feta and walnuts
Green Bean and Asparagus Salad,Healthy Recipes,Healthy Salads,"[""1 pound fresh green beans, trimmed and cut into bite-size pieces"", ""1 tablespoon extra-virgin olive oil (Optional)"", ""1 pound fresh asparagus, trimmed and cut into bite-size pieces"", ""1 tablespoon extra-virgin olive oil (Optional)"", ""\u00bd red onion, chopped"", ""2 cups cherry tomatoes, halved"", ""\u00bc cup chopped fresh parsley"", ""kosher salt to taste"", ""ground black pepper to taste"", ""1 tablespoon extra-virgin olive oil, or as desired (Optional)""]","[""Preheat an oven to 400 degrees F (200 degrees C)."", ""Toss green bean pieces and 1 tablespoon olive oil in a bowl until the green beans are evenly coated; spread onto a baking sheet."", ""Roast green beans in preheated oven until tender, about 10 minutes."", ""Toss asparagus pieces and 1 tablespoon oil in a bowl until the asparagus is evenly coated; spread onto the baking sheet with the partially roasted green beans."", ""Continue roasting the green bean and asparagus mixture until tender, 10 to 12 minutes."", ""Toss the roasted green beans and asparagus with red onion, cherry tomatoes, and parsley in a large bowl; season with kosher salt and black pepper. Drizzle with olive oil to taste, if desired.""]",10,6,green bean and asparagus salad
Green Bean and Potato Salad,Healthy Recipes,Healthy Salads,"[""1 \u00bd pounds red potatoes"", ""\u00be pound fresh green beans, trimmed and snapped"", ""1 small red onion, chopped"", ""\u00bc cup chopped fresh basil"", ""salt and pepper to taste"", ""\u00bd cup extra virgin olive oil"", ""\u00bc cup balsamic vinegar"", ""2 tablespoons Dijon mustard"", ""2 tablespoons fresh lemon juice"", ""1 clove garlic, minced"", ""1 dash Worcestershire sauce""]","[""Place potatoes in a large pot and fill with about 1 inch of water; bring to a boil. Cook until potatoes are tender, about 15 minutes; add green beans to steam after the first 10 minutes. Drain and allow to cool slightly."", ""Cut potatoes into quarters and transfer to a large bowl. Add green beans, onion, basil, salt, and pepper; toss until combined. Set aside."", ""Whisk together olive oil, balsamic vinegar, mustard, lemon juice, garlic, and Worcestershire sauce in a medium bowl until well combined. Pour over salad and stir to coat. Season with salt and pepper.""]",11,3,green bean and potato salad
Green Chicken Salad,Lunch,Healthy School Lunch,"[""\u00bd cup Marie's\u00ae Creamy Avocado Poblano dressing"", ""2 chicken breasts"", ""Salt and pepper"", ""2 tablespoons olive oil"", ""5 cups arugula"", ""1 cup cooked farro"", ""1 cucumber, shaved"", ""1 Granny Smith apple, thinly sliced"", ""1 shallot, thinly sliced"", ""1 avocado, diced""]","[""Season chicken breasts with salt and pepper. Add olive oil to a large pan and cook chicken on medium heat for approximately 12 minutes, about 6 minutes per side. Let chicken rest for 5 minutes before plating."", ""Using a large platter or bowl, create a bed of arugula. Sprinkle farro and the shaved cucumber, sliced apple, and sliced shallot over arugula. Place chicken breasts, whole or cut into pieces, on top. Garnish with slices of avocado. Evenly drizzle the salad with Marie's Creamy Avocado Poblano dressing.""]",10,2,green chicken salad
Green Goddess Egg Salad,Egg Salads,Egg Salads,"[""6 large hard boiled eggs,"", ""1/4 cup mayonnaise"", ""1 1/2 tablespoons fresh dill"", ""1 1/2 tablespoons chives"", ""2 teaspoons Dijon mustard"", ""1 teaspoon parsley"", ""1 teaspoon lemon juice"", ""1/2 teaspoon anchovy paste (optional)"", ""salt and freshly ground black pepper to taste""]","[""Gather all ingredients."", ""Roughly chop eggs and place in a bowl."", ""In a small bowl, whisk mayonnaise, dill, chives, Dijon, parsley, lemon juice, and anchovy paste together until smooth. Season with salt and pepper."", ""Add dressing to chopped eggs, and gently fold in until well combined. Cover and refrigerate if not serving immediately.""]",9,4,green goddess egg salad
Green Goddess Salad,Green Salads,Green Salads,"[""1 cup baby spinach"", ""1 cup coarsely chopped fresh flat-leaf parsley"", ""\u2153 cup loosely packed fresh basil leaves"", ""3 tablespoons chopped fresh chives"", ""2 tablespoons coarsely chopped tarragon leaves"", ""\u00bd medium shallot, peeled, coarsely chopped"", ""1 small garlic clove, peeled and chopped"", ""\u00bd teaspoon anchovy paste"", ""\u00bc cup fresh lime juice (from 2 medium limes)"", ""6 tablespoons olive oil"", ""\u00bd cup mayonnaise"", ""\u00be teaspoon kosher salt""]","[""Combine spinach, parsley, basil, chives, tarragon, shallot, garlic, anchovy paste, and lime juice in a high-powered blender; blend and slowly add oil through top opening of blender until mixture is smooth, about 1 minute, scraping down sides if needed. Add mayonnaise and salt; blend until smooth. Cover and chill until ready to serve."", ""Combine cabbage, romaine, cucumber, and scallions in a large bowl; add 2/3 cup of the dressing and toss to evenly coat. Divide between 4 bowls and top each bowl with avocado and 1 tablespoon of the pistachios. Serve immediately with remaining dressing.""]",12,2,green goddess salad
Green Grape Salad,Fruit Salads,Dessert Salads,"[""4 pounds seedless green grapes"", ""1 (8 ounce) package cream cheese"", ""1 (8 ounce) container sour cream"", ""\u00bd cup white sugar"", ""1 teaspoon vanilla extract"", ""4 ounces chopped pecans"", ""2 tablespoons brown sugar""]","[""Gather all ingredients."", ""Wash and dry grapes."", ""Mix cream cheese, sour cream, sugar, and vanilla together in a large bowl. Add grapes and mix until evenly incorporated."", ""Sprinkle with brown sugar and pecans, mix again and refrigerate until serving.""]",7,4,green grape salad
Green Papaya Salad,Low Calorie,Low-Calorie Salads,"[""3 cloves garlic, peeled"", ""3 Thai green chiles"", ""6 green beans, cut into 1-inch pieces"", ""1 large unripe papaya, peeled and cut into thin strips"", ""1 tomato, halved and seeded"", ""2 tablespoons fish sauce"", ""2 tablespoons lime juice"", ""1 teaspoon palm sugar"", ""2 tablespoons finely chopped unsalted, dry-roasted peanuts""]","[""Combine garlic, chiles, and green beans in a mortar and pound roughly with the pestle. Add papaya and pound again to bruise the ingredients. Stir in fish sauce, lime juice, and sugar, then pound again. Add tomato and pound to combine. Stir in chopped peanuts and serve.""]",9,1,green papaya salad
Green Salad,Green Salads,Green Salads,"[""\u00bd cup chopped onion"", ""\u00bd cup chopped green bell pepper"", ""2 (10 ounce) packages mixed salad greens"", ""4 thinly sliced chicken deli meat, chopped"", ""1 tomato, chopped"", ""\u00bc teaspoon onion powder"", ""3 dashes garlic powder"", ""2 pinches salt and ground black pepper to taste"", ""3 tablespoons balsamic vinaigrette salad dressing""]","[""Gather the ingredients."", ""Place onion and bell pepper in a microwave-safe bowl; heat in microwave on high until soft, about 1 to 2 minutes. Set aside to cool."", ""Combine onion, bell pepper, salad greens, deli meat, and tomato in a large salad bowl. Sprinkle with onion powder, garlic powder, salt, and black pepper; toss well to mix."", ""Pour on salad dressing; toss well and serve."", ""Enjoy!""]",9,5,green salad
Green Salad with Cranberry Vinaigrette,Green Salads,Mixed Greens Salad,"[""1 cup sliced almonds"", ""\u2153 cup olive oil"", ""\u00bc cup fresh cranberries"", ""3 tablespoons red wine vinegar"", ""2 tablespoons water"", ""1 tablespoon Dijon mustard"", ""\u00bd teaspoon minced garlic"", ""\u00bd teaspoon salt"", ""\u00bd teaspoon ground black pepper"", ""1 pound mixed salad greens"", ""\u00bd red onion, thinly sliced"", ""4 ounces crumbled blue cheese""]","[""Preheat the oven to 375 degrees F (190 degrees C)."", ""Arrange almonds in a single layer on a baking sheet. Toast in the preheated oven until nuts begin to brown, about 5 minutes."", ""Combine oil, cranberries, vinegar, water, Dijon mustard, garlic, salt, and black pepper in a blender or the bowl of a food processor; blend until vinaigrette is smooth."", ""Toss mixed greens, almonds, onion, and blue cheese with vinaigrette in a large bowl until evenly coated.""]",12,4,green salad with cranberry vinaigrette
Grilled BBQ Shrimp with Citrus Corn Salad,Diabetic,Diabetic Main Dishes,"[""10 large or jumbo raw shrimp, peeled and deveined (tails left on)"", ""\u00bc cup finely chopped fresh cilantro"", ""2 tablespoons lime juice"", ""1 teaspoon ground black pepper, or more to taste"", ""1 teaspoon sea salt, or more to taste"", ""3 tablespoons barbecue sauce, or more as desired"", ""1 sheet Reynolds Wrap Heavy Duty Aluminum Foil""]","[""Preheat an outdoor grill to medium heat."", ""Combine shrimp, cilantro, lime juice, ground black pepper, and sea salt in a large container or resealable plastic bag. Place in the refrigerator to marinate for at least 30 minutes or overnight for the best flavor."", ""Place marinated shrimp on a sheet of Reynolds Wrap Heavy Duty Foil and pour barbecue sauce over shrimp. Fold the aluminum foil up, then fold over twice and fold each end, leaving enough room for air to circulate in the packet."", ""Cook the packet on the preheated grill for 6 to 8 minutes."", ""To make the salad: Add corn and sugar to a large skillet over medium heat. Cook and stir for 8 to 10 minutes."", ""Meanwhile, prepare an ice bath in a large bowl."", ""Add cooked corn to the ice bath; drain in a colander and transfer corn to a large serving bowl. Add celery, tomatoes, cilantro, bell pepper, red onion, lime juice, apple cider vinegar, sea salt, and black pepper; mix until evenly combined.""]",7,7,grilled bbq shrimp with citrus corn salad
